Tipo de Producto;Producto;Código Barras;SKU;Stock;Costo Neto Prom. Unitario;Costo Neto Prom. Total;Cantidad por Despachar;Cantidad Disponible;Por Recibir;Marca;Lista de Precios;Precio Venta Bruto;Margen Unitario
FERRETERIA ;"FERR. - MANOMETRO GLICERINA 0-6 BAR 63 MM EDR CONEX/INFER 1/4""";0658939208526;0658939208526;7;4376;30632;0;7;0;;CLIENTE LOCAL ARCAM VIGENTE;8690;2926,52
FERRETERIA ;FERR. - MAQUINA DE  SOLDAR DELTA 120 AMP;1667402984006;1667402984006;1;50250;50250;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;85450;21556,72
FERRETERIA ;FERR. - MAQUINA DE SOLDAR INDURA ARCTIG 160 EVO;7807024003979;7807024003979;1;223698;223698;0;1;1;;CLIENTE LOCAL ARCAM VIGENTE;385000;99831,41
FERRETERIA ;FERR. - MAQUINA DE SOLDAR INDURA COMPACTMIG 130;1750347444282;1750347444282;2;177024;354048;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;285900;63228,10
FERRETERIA ;FERR. - MAQUINA DE SOLDAR INDURA INDURARC 150 PRO-2;1713200636648;1713200636648;2;103876;207752;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;176590;44518,96
FERRETERIA ;FERR. - MAQUINA DE SOLDAR INVERTEC DC MMA MOD T-ARC160 +AC;8056151813473;30208162;1;162635;162635;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;800000;509633,91
FERRETERIA ;FERR. - MAQUINA DE SOLDAR INVERTEC ELECTRICA 180A INGCO ING-MMA1805;6925582117646;6925582117646;1;86991;86991;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;172530;57992,19
FERRETERIA ;FERR. - MARCADOR PARA METAL TIPO LAPIZ PAINT OLEO AMARILLO;8801067403627;8801067403627;56;1318;73808;0;56;0;;CLIENTE LOCAL ARCAM VIGENTE;2690;942,50
FERRETERIA ;FERR. - MARCADOR PARA METAL TIPO LAPIZ PAINT OLEO AZUL;1709209036659;1709209036659;24;1318;31632;0;24;0;;CLIENTE LOCAL ARCAM VIGENTE;2690;942,50
FERRETERIA ;FERR. - MARCADOR PARA METAL TIPO LAPIZ PAINT OLEO BLANCO;8801067403658;8801067403658;18;1318;23724;0;18;0;;CLIENTE LOCAL ARCAM VIGENTE;2690;942,50
FERRETERIA ;FERR. - MARCADOR PARA METAL TIPO LAPIZ PAINT OLEO PLATEADO;1714769484505;8801067403696;9;1305;11745;0;9;0;;CLIENTE LOCAL ARCAM VIGENTE;3150;1342,06
FERRETERIA ;FERR. - MARCADOR PARA METAL TIPO LAPIZ PAINT OLEO ROJO;8801067403610;8801067403610;43;1306,65;56186;0;43;0;;CLIENTE LOCAL ARCAM VIGENTE;2690;953,85
FERRETERIA ;FERR. - MARCADOR PARA METAL TIPO LAPIZ PAINT OLEO VERDE;1729885471297;1729885471297;51;1312,88;66957;0;51;0;;CLIENTE LOCAL ARCAM VIGENTE;2690;947,62
FERRETERIA ;FERR. - MARCO 60 CM REDONDO;1748622338502;1748622338502;1;13581;13581;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;24900;7343,37
FERRETERIA ;FERR. - MARCO PARA PANEL 60X60 SOB;7804660912542;7804660912542;4;6024;24096;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;10900;3135,66
FERRETERIA ;FERR. - MARCO PUERTA PINO JUEGO 30X70X5.4M;1659711961876;1659711961876;19;7000;133000;0;19;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;3000
FERRETERIA ;FERR. - MARCO PUERTA PINO JUEGO 30X90X5.4M;1659711928004;1659711928004;17;9000;153000;0;17;0;;CLIENTE LOCAL ARCAM VIGENTE;15990;4436,97
FERRETERIA ;FERR. - MARCO PUERTA PINO JUEGO 40X90;1667847669304;1667847669304;8;12700;101600;0;8;0;;CLIENTE LOCAL ARCAM VIGENTE;21590;5442,86
FERRETERIA ;"FERR. - MARCO SIERRA 12"" PRETUL APS-12";7501206602201;7501206602201;1;3602;3602;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;8590;3616,49
FERRETERIA ;FERR. - MARCO SIERRA FERRETOOL F3680 AMARILLO;1736280943784;1736280943784;2;1400;2800;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;3500;1541,18
FERRETERIA ;"FERR. - MARCO SIERRA METAL FERRAWYY 12"" (AMARILLO) MC12FY";1696533345352;1696533345352;2;3069;6138;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;6900;2729,32
FERRETERIA ;"FERR. - MARCO SIERRA P/METAL UYUSTOOLS 12"" CROMADO MCC009";6931598234482;1696533491886;12;2300;27600;0;12;0;;CLIENTE LOCAL ARCAM VIGENTE;4990;1893,28
FERRETERIA ;"FERR. - MARCO SIERRA P/METAL UYUSTOOLS 12"" NEGRO MCD001";6931598217003;1733235647779;7;4050,86;28356;0;7;0;;CLIENTE LOCAL ARCAM VIGENTE;8850;3386,11
FERRETERIA ;"FERR. - MARCO SIERRA STANLEY 20-206 12"" (300MM)";747752202060;747752202060;1;5598;5598;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;8750;1754,94
FERRETERIA ;FERR. - MARCO TAPA CAMARA  60X60;1660060786394;1660060786394;7;6724;47068;0;7;0;;CLIENTE LOCAL ARCAM VIGENTE;10900;2435,66
FERRETERIA ;FERR. - MARCO TAPA CAMARA 40X40;1660060749214;1660060749214;14;7564;105896;0;14;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;3276,34
FERRETERIA ;FERR. - MARTILLO CARPINTERO 16OZ MANGO DE MADERA;5605787015756;5605787015756;1;2734;2734;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;8130;4097,93
FERRETERIA ;FERR. - MARTILLO CARPINTERO 20OZ M/FIBRA BAHCO;76416496119224;76416496119224;11;7300;80300;0;11;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;3540,34
FERRETERIA ;FERR. - MARTILLO CARPINTERO 8001-B BELLOTA;7702956209829;7702956209829;1;6712;6712;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;14850;5766,99
FERRETERIA ;FERR. - MARTILLO CARPINTERO INGCO M/FIBRA 27 MM/;6925582142006;6925582142006;1;3839,37;3839;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;7650;2589,20
FERRETERIA ;FERR. - MARTILLO CARPINTERO INGCO M/FIBRA 27MM HCH81027;6976051787440;6925582113617;5;3535;17675;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;15850;9784,33
FERRETERIA ;FERR. - MARTILLO CARPINTERO KENDO 20 OIZ M/FIBRA;6903366251007;6903366251007;4;5790;23160;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;10990;3445,29
FERRETERIA ;FERR. - MARTILLO CARPINTERO M FIBRA 25MM COD 25158 TOLSE;1627575366007;1627575366007;1;3964;3964;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;11790;5943,56
FERRETERIA ;FERR. - MARTILLO CARPINTERO STANLEY BR 29MM /20OZ M/FIBRA STHT51392-40;888317001800;888317001800;3;11415;34245;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;24950;9551,39
FERRETERIA ;FERR. - MARTILLO CARPINTERO STANLEY BR.29MM 51-271;747752512718;747752512718;8;7114;56912;0;8;0;;CLIENTE LOCAL ARCAM VIGENTE;15590;5986,84
FERRETERIA ;FERR. - MARTILLO CARPINTERO STANLEY BR.29MM 51-274;747752512749;747752512749;5;8952;44760;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;17190;5493,38
FERRETERIA ;FERR. - MARTILLO CARPINTERO TACTIX 221007 M/FIBRA 20 ONZAS;6942629206750;6942629206750;3;8738;26214;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;19190;7388,05
FERRETERIA ;FERR. - MARTILLO CARPINTERO TACTIX 221215 MANGO MADERA 20 ONZAS;6942629238485;6942629238485;4;5680;22720;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;11290;3807,39
FERRETERIA ;FERR. - MARTILLO CARPINTERO TACTIX 8 OZ 221209;6942629239987;6942629239987;6;3703;22218;0;6;0;;CLIENTE LOCAL ARCAM VIGENTE;7250;2389,44
FERRETERIA ;FERR. - MARTILLO CARPINTERO TOTAL 16 OZ THCH61016;6942210222114;6942210222114;36;4239;152604;0;36;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;3239,99
FERRETERIA ;FERR. - MARTILLO CARPINTERO TOTAL 20 OZ THCH61020;6942210225610;6942210225610;37;4911,73;181734;0;37;0;;CLIENTE LOCAL ARCAM VIGENTE;8200;1979,03
FERRETERIA ;FERR. - MARTILLO DEMOLEDOR INGCO 1700W PDB17008;1679086155862;1679086155862;2;176505,25;353011;0;2;2;;CLIENTE LOCAL ARCAM VIGENTE;292990;69704,83
FERRETERIA ;FERR. - MARTILLO DEMOLEDOR TOTAL 2200W TH220502;6925582180060;6925582180060;2;606629;1213258;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;974000;211858,39
FERRETERIA ;FERR. - MARTILLO MANGO FIBRA 20 OZ UYUSTOOLS MAD020;1724446689521;1724446689521;7;2550;17850;0;7;0;;CLIENTE LOCAL ARCAM VIGENTE;5900;2407,98
FERRETERIA ;FERR. - MARTILLO MANGO FIBRA CON IMAN 16 OZ FERRETOOLS F5123;2808008251237;1735645472799;16;3020;48320;0;16;0;;CLIENTE LOCAL ARCAM VIGENTE;8800;4374,96
FERRETERIA ;FERR. - MARTILLO MANGO FIBRA CON IMAN 20 OZ FERRETOOLS F5124;2808008251244;2808008251244;11;3231;35541;0;11;0;;CLIENTE LOCAL ARCAM VIGENTE;7750;3281,61
FERRETERIA ;FERR. - MARTILLO MECÁNICO CROSSMAN 68-312 - 12OZ (340 GRS);1629817922939;1629817922939;3;2717;8151;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;8080;4072,92
FERRETERIA ;FERR. - MARTILLO MECÁNICO CROSSMAN 68-316 - 16OZ (450 GRS);1629817961413;1629817961413;4;3981,50;15926;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;9100;3665,56
FERRETERIA ;FERR. - MARTILLO MECÁNICO CROSSMAN 68-324 - 24OZ (700 GRS);1629817994187;1629817994187;4;5163;20652;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;11040;4114,31
FERRETERIA ;FERR. - MARTILLO MECÁNICO CROSSMAN 68-332 - 32OZ;1724434111934;1724434111934;26;6201;161226;0;26;0;;CLIENTE LOCAL ARCAM VIGENTE;12300;4135,13
FERRETERIA ;FERR. - MARTILLO NYLON 44MM TACTIX 45MM 223005;6942629227465;6942629227465;3;5137;15411;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;10200;3434,43
FERRETERIA ;FERR. - MARTILLO PERFORADOR BOSCH DEMOLEDOR GBH 220 720W;3165140992657;3165140992657;2;101903;203806;0;2;2;;CLIENTE LOCAL ARCAM VIGENTE;172990;43466,75
FERRETERIA ;FERR. - MASILLA BASE 1 KG;7806754502554;7806754502554;1;2144,50;2145;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;4290;1460,54
FERRETERIA ;FERR. - MASILLA BASE 25 KILOS;1659471537502;1659471537502;51;9491;484041;0;51;0;;CLIENTE LOCAL ARCAM VIGENTE;16500;4374,55
FERRETERIA ;FERR. - MASILLA MAGICA ENDURECEDOR CREMA 14GRS;78095575004372090;7809557500437;18;1365;24570;0;18;0;;CLIENTE LOCAL ARCAM VIGENTE;2090;391,30
FERRETERIA ;FERR. - MASILLA MAGICA ENDURECEDOR CREMA 28GRS;7809557500444;7809557500444;13;1575;20475;0;13;0;;CLIENTE LOCAL ARCAM VIGENTE;2800;777,94
FERRETERIA ;FERR. - MASILLA MAGICA LIVIANA 700ML;7809557526765;7809557526765;1;7634;7634;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;18028,50;7516
FERRETERIA ;FERR. - MASILLA MAGICA TRADICIONAL 350ML;7809557526802;7809557526802;6;5724;34344;0;6;0;;CLIENTE LOCAL ARCAM VIGENTE;9900;2595,33
FERRETERIA ;FERR. - MASILLA MAGICA TRADICIONAL 700ML;7809557526819;7809557526819;6;10158;60948;0;6;0;;CLIENTE LOCAL ARCAM VIGENTE;17500;4547,88
FERRETERIA ;FERR. - MASILLA RETAPE ALERCE 250 ML;7809557500420;7809557500420;3;4620;13860;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;9200;3111,09
FERRETERIA ;FERR. - MASILLA RETAPE ROBLE 250 ML;7809557500413;7809557500413;2;4620;9240;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;9200;3111,09
FERRETERIA ;FERR. - MASTIL MADERA 3,2 mts;1694441949521;1694441949521;1;8500;8500;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;17195,50;5950
FERRETERIA ;FERR. - MATA HORMIGAS POLVO SOLDIER;7804641340807;7804641340807;9;1932;17388;0;9;0;;CLIENTE LOCAL ARCAM VIGENTE;4581,50;1918
FERRETERIA ;FERR. - MATA MALEZA 500 ML;7804641340531;7804641340531;8;6653;53224;0;8;0;;CLIENTE LOCAL ARCAM VIGENTE;14900;5868,01
FERRETERIA ;FERR. - MECHA ESTUFA STANDAR COZMAR;1678470143759;1678470143759;5;2670;13350;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;6307;2630
FERRETERIA ;FERR. - MECHA PALETA 1 1/2 UYUSTOOLS BCP112;6931598202795;6931598202795;7;1092;7644;0;7;0;;CLIENTE LOCAL ARCAM VIGENTE;2400;924,81
FERRETERIA ;FERR. - MECHA PALETA 1 1/4 UYUSTOOLS BCP114;6931598202788;6931598202788;10;827;8270;0;10;0;;CLIENTE LOCAL ARCAM VIGENTE;1790;677,20
FERRETERIA ;FERR. - MECHA PALETA 6PCS FERRETOOLS F3249;2808008232496;2808008232496;9;3200;28800;0;9;0;;CLIENTE LOCAL ARCAM VIGENTE;6300;2094,12
FERRETERIA ;FERR. - MECHA PALETA 7/8 UYUSTOOLS BCP708;6931598218376;6931598218376;25;646;16150;0;25;0;;CLIENTE LOCAL ARCAM VIGENTE;1490;606,10
FERRETERIA ;FERR. - MECHA PALETA FERRETOOLS 11/4 F3247;2808008232472;2808008232472;14;831;11634;0;14;0;;CLIENTE LOCAL ARCAM VIGENTE;1990;841,27
FERRETERIA ;FERR. - MECHA PALETA FERRETOOLS 5/8;2808008232434;2808008232434;4;791;3164;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;1892,10;799
FERRETERIA ;FERR. - MECHA PALETA FERRETOOLS 7/8 F3245;2808008232458;2808008232458;22;744;16368;0;22;0;;CLIENTE LOCAL ARCAM VIGENTE;2130,10;1046
FERRETERIA ;FERR. - MECHA PALETA UYUSTOOLS JGO 6 PCS;6931598202801;BCM601;2;3053;6106;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;7590;3325,15
FERRETERIA ;"FERR. - MECHA TRUPER T/ELECTRICO 1 1/2"" BPT - 1 1/2""";7501206623558;7501206623558;11;2148;23628;0;11;0;;CLIENTE LOCAL ARCAM VIGENTE;4938,50;2002
FERRETERIA ;"FERR. - MECHA TRUPER T/ELECTRICO 1 1/4"" BPT - 1 1/4""";7501206623541;7501206623541;9;1892,67;17034;0;9;0;;CLIENTE LOCAL ARCAM VIGENTE;3748,50;1257,33
FERRETERIA ;"FERR. - MECHA TRUPER T/ELECTRICO 1/2"" BPT -1/2";1627572514730;1627572514730;15;1161;17415;0;15;0;;CLIENTE LOCAL ARCAM VIGENTE;2010;528,08
FERRETERIA ;"FERR. - MECHA TRUPER T/ELECTRICO 1/4"" BPT -1/4";7501206625071;7501206625071;9;1150;10350;0;9;0;;CLIENTE LOCAL ARCAM VIGENTE;2300;782,77
FERRETERIA ;"FERR. - MECHA TRUPER T/ELECTRICO 11/8"" BPT 11/8";1743167898471;1743167898471;6;1617;9702;0;6;0;;CLIENTE LOCAL ARCAM VIGENTE;3290;1147,71
FERRETERIA ;"FERR. - MECHA TRUPER T/ELECTRICO 3/8"" BPT - 3/8";7501206625118;7501206625118;8;1150,50;9204;0;8;0;;CLIENTE LOCAL ARCAM VIGENTE;2400;866,31
FERRETERIA ;"FERR. - MECHA TRUPER T/ELECTRICO 5/8"" BPT - 5/8";7501206623497;7501206623497;5;1228;6140;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;3153,50;1422
FERRETERIA ;"FERR. - MECHA TRUPER T/ELECTRICO 7/16"" BPT -7/16";7501206625101;7501206625101;7;1128;7896;0;7;0;;CLIENTE LOCAL ARCAM VIGENTE;2677,50;1122
FERRETERIA ;"FERR. - MECHA TRUPER T/ELECTRICO 7/8"" BPT  7/8";1743167855382;1743167855382;5;1460;7300;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;2900;976,97
FERRETERIA ;FERR. - MEDIA CAÑA 19X19 3MTS FINGER;1673536592373;1673536592373;227;1050;238350;0;227;0;;CLIENTE LOCAL ARCAM VIGENTE;2975;1450
FERRETERIA ;FERR. - MEDIA CAÑA 28X28 3MTS FINGER;1673536617142;1673536617142;104;1900;197600;0;104;0;;CLIENTE LOCAL ARCAM VIGENTE;3400;957,14
FERRETERIA ;FERR. - MEDIDOR ALTA PRESION STANLEY 79051 PARA NEUMATICOS;747752790512;747752790512;2;5489;10978;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;9400;2410,16
FERRETERIA ;"FERR. - MEDIDOR DE  AGUA 1""";1674507378847;1674507378847;1;34880;34880;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;85090;36624,20
FERRETERIA ;"FERR. - MEDIDOR DE AGUA 1/2""";4061200380008;4061200380008;5;24253;121265;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;48150;16209,18
FERRETERIA ;"FERR. - MEDIDOR DE AGUA 3/4""";1675783068325;1675783068325;1;36799;36799;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;74482,10;25791
FERRETERIA ;FERR. - MEDIDOR DISTANCIA INGCO 60MTS HLDD608;6925582132328;6925582132328;3;44689;134067;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;90428,10;31301
FERRETERIA ;FERR. - MEDIDOR ELECTONICO MONOFASICO 50AMP LEXO;7807371028526;7807371028526;1;11956;11956;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;20990;5682,66
FERRETERIA ;FERR. - MEMBRANA ASFALTICA JD2 ROLLO 10MTS;76226518655928;76226518655928;20;47000;940000;0;20;0;;CLIENTE LOCAL ARCAM VIGENTE;80000;20226,89
FERRETERIA ;FERR. - MEMBRANA DE CURADO SOLVENTE 180 LITROS ADISOL;1709301210562;1709301210562;1;498000;498000;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;849000;215445,38
FERRETERIA ;FERR. - MEMBRANA ESTANQUE 100 LTS;1675794962370;1675794962370;1;19176;19176;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;45279,50;18874
FERRETERIA ;FERR. - MEMBRANA ESTANQUE 24 LTS;1675794916964;1675794916964;4;16871;67484;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;29900;8255,05
FERRETERIA ;FERR. - MEMBRANA ESTANQUE 50 LTS;1675794944386;1675794944386;2;15504;31008;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;36592,50;15246
FERRETERIA ;FERR. - MEMBRANA HIDROFUGA BLOCK IT HOUSE WRAP 125M2 KIMBERLY CLARK;1745947788158;1745947788158;7;129018;903126;0;7;0;;CLIENTE LOCAL ARCAM VIGENTE;245300;77116,45
FERRETERIA ;FERR. - MEMBRANA HIDROFUGA BLOCK IT HOUSE WRAP 28M2 KIMBERLY CLARK;1745947738674;1745947738674;51;29041;1481091;0;51;0;;CLIENTE LOCAL ARCAM VIGENTE;52000;14656,48
FERRETERIA ;FERR. - MEMBRANA HIDROFUGA VOLCAN 1MT (40M2);1742489414536;1742489414536;129;14500,37;1870548;0;129;0;;CLIENTE LOCAL ARCAM VIGENTE;24900;6424
FERRETERIA ;FERR. - MEZCLADOR DE PINTURA TACTIX 298205 40X8CMS;76589695701305;76589695701305;4;2709;10836;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;5400;1828,82
FERRETERIA ;FERR. - MEZCLADORA 1600W 160MM WESCO WS5519;6924328332251;WS5519;1;59567,50;59568;0;1;1;;CLIENTE LOCAL ARCAM VIGENTE;109900;32785,44
FERRETERIA ;FERR. - MICROASPERSOR  NEGRO 23 L/H ROTOR GRIS;1668450540664;1668450540664;88;861;75768;0;88;0;;CLIENTE LOCAL ARCAM VIGENTE;2100;903,71
FERRETERIA ;FERR. - MICROASPERSOR 30 L/H AZUL-ROTOR GRIS- RIVULIS;1738011276654;1738011276654;101;861;86961;0;101;0;;CLIENTE LOCAL ARCAM VIGENTE;2100;903,71
FERRETERIA ;FERR. - MICROASPERSOR 51 L/H AZUL ROTOR NEGRO;1734468313218;1734468313218;121;394;47674;0;121;0;;CLIENTE LOCAL ARCAM VIGENTE;643;146,34
FERRETERIA ;FERR. - MICROASPERSOR CELESTE 30 L/H ROTOR NEGRO;1670268719731;1670268719731;242;394;95348;0;242;0;;CLIENTE LOCAL ARCAM VIGENTE;780;261,46
FERRETERIA ;FERR. - MICROASPERSOR ULTRA INVERTIDO BQ 30 L/H CELESTE - ROTOR VERDE;1736170856333;1736170856333;151;445;67195;0;151;0;;CLIENTE LOCAL ARCAM VIGENTE;1100;479,37
FERRETERIA ;FERR. - MICROJET 180° 60 L/H VERDE;1667573316776;1667573316776;407;49;19943;0;407;0;;CLIENTE LOCAL ARCAM VIGENTE;100;35,03
FERRETERIA ;FERR. - MICROJET 180° 90 L/H ROJO;1702585545417;1702585545417;415;140;58100;0;415;0;;CLIENTE LOCAL ARCAM VIGENTE;280;95,29
FERRETERIA ;FERR. - MICROJET 300° 60L/H ROJO;1673275582329;1673275582329;286;49;14014;0;286;0;;CLIENTE LOCAL ARCAM VIGENTE;250;161,08
FERRETERIA ;FERR. - MICROJET 300° 60L/H VERDE;1739981597158;1739981597158;380;163;61940;0;380;0;;CLIENTE LOCAL ARCAM VIGENTE;250;47,08
FERRETERIA ;FERR. - MICROJET 300° 90 L/H ROJO;1702585567296;1702585567296;328;140;45920;0;328;0;;CLIENTE LOCAL ARCAM VIGENTE;280;95,29
FERRETERIA ;FERR. - MICROJET 90° 60L/H AZUL;1667573293429;1667573293429;34;49;1666;0;34;0;;CLIENTE LOCAL ARCAM VIGENTE;100;35,03
FERRETERIA ;FERR. - MICROJET 90° 60L/H VERDE;1705510807291;1705510807291;1290;156;201240;0;1290;0;;CLIENTE LOCAL ARCAM VIGENTE;416,50;194
FERRETERIA ;FERR. - MICROJET 90° 90 L/H ROJO;1702585492082;1702585492082;1004;140;140560;0;1004;0;;CLIENTE LOCAL ARCAM VIGENTE;345,10;150
FERRETERIA ;FERR. - MICROTUBO C/CONECTOR 4X7 MM 60CM;1667573236815;1667573236815;33;164;5412;0;33;0;;CLIENTE LOCAL ARCAM VIGENTE;400;172,13
FERRETERIA ;FERR. - MICROTUBO PVC 6X4 MM METRO;1667561605002;1667561605001;166;115;19090;0;166;0;;CLIENTE LOCAL ARCAM VIGENTE;310;145,50
FERRETERIA ;FERR. - MINI RODILLO ESPONJA HELA 50MM;7809839004042;7809839004042;8;801;6408;0;8;0;;CLIENTE LOCAL ARCAM VIGENTE;3082,10;1789
FERRETERIA ;FERR. - MIRILLA 200° CROMO SATIN VISOR VIDRIO DP 1 U DIS;7809808010043;7809808010043;10;4245;42450;0;10;0;;CLIENTE LOCAL ARCAM VIGENTE;10100;4242,39
FERRETERIA ;FERR. - MODULO 60X 60 CEMENTO;1703614669812;1703614669812;7;20552;143864;0;7;0;;CLIENTE LOCAL ARCAM VIGENTE;37425,50;10898
FERRETERIA ;FERR. - MODULO 60X30 CEMENTO;1703614608615;1703614608615;12;11541;138492;0;12;0;;CLIENTE LOCAL ARCAM VIGENTE;22200;7114,46
FERRETERIA ;FERR. - MODULO CEMENTO 80X60;76012214108591;76012214108591;6;28829;172974;0;6;0;;CLIENTE LOCAL ARCAM VIGENTE;48900;12263,44
FERRETERIA ;FERR. - MODULO INTERRUPTOR 9/12 16A 250V - SINTHESI S17 BLANCO 172001;1720105911791;7804660770197;100;705;70500;0;100;0;;CLIENTE LOCAL ARCAM VIGENTE;2011,10;985
FERRETERIA ;FERR. - MODULO INTERRUPTOR 9/24 16A 250V - SINTHESI S17 BLANCO 172201;7804660770234;7804660770234;112;962,83;107837;0;112;0;;CLIENTE LOCAL ARCAM VIGENTE;2725,10;1327,17
FERRETERIA ;FERR. - MODULO INTERRUPTOR 9/24 16A 250V - SINTHESI S17 NOIR 172206;7804660770081;7804660770265;39;932,40;36364;0;39;0;;CLIENTE LOCAL ARCAM VIGENTE;2380;1067,60
FERRETERIA ;FERR. - MODULO INTERRUPTOR 9/24 16A 250V - SINTHESI S22 BEIGE 222202;7804660770760;7804660770760;121;1635,62;197910;0;121;0;;CLIENTE LOCAL ARCAM VIGENTE;4581,50;2214,38
FERRETERIA ;FERR. - MODULO INTERRUPTOR 9/24 16A 250V - SINTHESI S22 NOIR 222206;7804660770784;7804660770784;85;1539,22;130833;0;85;0;;CLIENTE LOCAL ARCAM VIGENTE;4224,50;2010,78
FERRETERIA ;FERR. - MOLDURA E11 35X35MM 2MT;1700655363582;1700655363582;267;1164,87;311021;0;267;0;;CLIENTE LOCAL ARCAM VIGENTE;2300;767,90
FERRETERIA ;FERR. - MOLDURA E14 50X50MM BCO 2MT;1680292245852;1680292245852;197;1300;256100;0;197;0;;CLIENTE LOCAL ARCAM VIGENTE;2990;1212,61
FERRETERIA ;FERR. - MOLDURA E2 25X17MM;1700655329071;1700655329071;264;702;185328;0;264;0;;CLIENTE LOCAL ARCAM VIGENTE;1200;306,40
FERRETERIA ;FERR. - MOLDURA E40 PS 45X45 MM BCO 2MT;1637595078278;1637595078278;63;1535;96705;0;63;0;;CLIENTE LOCAL ARCAM VIGENTE;3100;1070,04
FERRETERIA ;FERR. - MOLDURA E6 32X32MM BCO 2MT;1659713129973;1659713129973;254;850,22;215956;0;254;0;;CLIENTE LOCAL ARCAM VIGENTE;1690;569,95
FERRETERIA ;FERR. - MOLDURA E7 50X46MM BCO T2M;1680790202269;1680790202269;97;1421;137837;0;97;0;;CLIENTE LOCAL ARCAM VIGENTE;2390;587,40
FERRETERIA ;FERR. - MOLDURA M30 28X28MM 2MTS;76617330026197;76617330026197;150;707;106050;0;150;0;;CLIENTE LOCAL ARCAM VIGENTE;1500;553,50
FERRETERIA ;FERR. - MOLDURA M35 33X33MM 2MTS;76617337447623;76617337447623;140;716;100240;0;140;0;;CLIENTE LOCAL ARCAM VIGENTE;1500;544,50
FERRETERIA ;FERR. - MOLDURA M36 36X36MM 2 MT;76617355074235;76617355074235;110;845;92950;0;110;0;;CLIENTE LOCAL ARCAM VIGENTE;1890;743,24
FERRETERIA ;FERR. - MOLDURA M37 37X37MM 2 MT;76617360330779;76617360330779;120;804;96480;0;120;0;;CLIENTE LOCAL ARCAM VIGENTE;1890;784,24
FERRETERIA ;FERR. - MOLDURA M38 38X38MM 2 MT;76617370392999;76617370392999;90;930;83700;0;90;0;;CLIENTE LOCAL ARCAM VIGENTE;1900;666,64
FERRETERIA ;FERR. - MOLDURA M52 52x52MM 2 MT;76831604502977;76831604502977;195;1210;235950;0;195;0;;CLIENTE LOCAL ARCAM VIGENTE;2990;1302,61
FERRETERIA ;FERR. - MOLDURA NOMASTYL D 2 MTS;1749491436668;1749491436668;104;1704;177216;0;104;0;;CLIENTE LOCAL ARCAM VIGENTE;3690;1396,84
